,text,label
4321,"Once the plant is allowed to flower , it may produce seed pods containing small black seeds .",B2
4322,"Once the plant is allowed to flower , it may produce seed pods containing small black seeds , which can be saved and planted the following year .",B2
4323,Conscious thought is not always necessary for knowledge of results to have its effect .,B1
4324,"It was elevated to the category of municipal district on May 1 , 2003 .",B2
4325,Atomic physics primarily considers atoms in isolation .,B2
4326,Carreras has received many awards both because of his musical and humanitarian work .,B2
4327,Carreras has received numerous awards and distinctions for both his artistic and humanitarian work .,B1
4328,The cigarette manufacturing companies in Germany made several attempts to weaken the anti-tobacco campaign .,B2
4329,The cigarette manufacturing companies in Germany made several attempts to weaken the scientific credibility of the anti-tobacco campaign .,B2
4330,Seals were used in the earliest civilizations and are of considerable importance in archaeology and art history .,B2
4331,"African elephants receive at least some legal protection in every country where they are found , but 70 % of their range exists outside protected areas .",B2
4332,"For 2007 , d'Ambrosio took part in the inaugural season of the International Formula Master series with the Cram Competition team .",B2
4333,The hosts were only announced after the qualifying round .,B2
4334,"The hosts were only announced after the qualifying round , which meant all teams had to participate in the qualification process for the final stage .",B2
4335,The friction between the ropes and the pulley furnishes the traction which gives this type of elevator its name .,B2
4336,The friction between the ropes and the pulley furnishes the traction which gives this type of lift its name .,B2
4337,"A satellite terminal is a building detached from other airport buildings , so that aircraft can park around its entire circumference .",B2
4338,TUTTs sometimes bring a large amount of vertical wind shear over tropical disturbances and cyclones so TUTTs can reduce cyclone development .,B2
4339,The most common type of aspirator is the water aspirator .,B2
4340,The cheap and simple water aspirator is the most common type of aspirator .,B2
4341,It is a close relative of the mourning and eared doves .,B2
4342,"By the start of the 20th century , the economies of Germany and the United States had begun catching up to Britain , especially in their industrialization .",B2
4343,"On 3 July 2006 , the table tennis section applied for bankruptcy and the table tennis section was disestablished .",B2
4344,Some crabapples are used as rootstocks for domestic apples to add beneficial characteristics .,B2
4345,Some crab apples are used as rootstocks for domestic apples to stand up to cold or drought .,B2
4346,On 9 December the government confirmed that about 90 foreign heads of state and government and 15 former leaders would travel to South Africa to attend funeral events .,B2
4347,Efficiency slows down energy demand growth so that rising clean energy supplies can make deep cuts in fossil fuel use .,B2
4348,Efficient energy use allows energy demand to slow so that rising clean energy supplies can make big cuts in fossil fuel burning .,B2
4349,"In Canada and the United States , neighborhoods often have official or semi-official status .",B2
4350,"In Canada and the United States , neighborhoods are often given official or semi-official status through neighborhood associations , neighborhood watches or block watches .",B2
4351,"The seeds are generally almost microscopic and very numerous , in some species over a million per capsule .",B2
4352,"The seeds are extremely small and very numerous , in some species over a million per capsule .",B2
4353,"In 2018 , there are eleven senators holding ministerial positions and the head of state , the First mayor .",B2
4354,"In 2011 , there are nine senators holding ministerial positions and the head of state , the First mayor .",B2
4355,16 - bit programs run separately within one 32 - bit NTVDM process .,B2
4356,"The earliest anchors were probably rocks , and many rock anchors have been found dating from at least the Bronze Age .",B2
4357,"More than 470 species of birds have been identified in the park , many of which are migrants .",B1
4358,"More than 470 species of birds have been identified in the park , many of which are migrants , with almost 60 species being raptors .",B2
4359,Geographers are historically known as people who make maps .,B2
4360,"In Ancient Egyptian mythology , the god Chnum was said to have formed the first humans on a potter 's wheel .",B2
4361,"At the 2001 Census , the population of the civil parish was 20,309 , remaining similar at the 2011 Census .",B2
4362,"Ridiculed during his lifetime by critics , he came to be recognized as a self-taught genius whose works are of high artistic quality .",B2
4363,"Some critics ridiculed him for his style , but he came to be recognized as a self-taught genius .",B2
4364,"Hydrogen has three naturally occurring isotopes , denoted 1H , 2H and 3H .",B2
4365,The glaciers crush minerals in the rock as they pass over them .,B2
4366,"The song gained popularity in September 2016 , when the first remix was uploaded onto the YouTube channel SiIvaGunner .",B2
4367,"In the opening and middlegame , the king will mostly not play an active role in the development of an attacking or position .",B2
4368,"Lifeline has over 260 retail outlets around the country which sell a variety of clothes , furniture and bric-a- brac .",B2
4369,Lifeline has more than 260 retail outlets around Australia that sell clothes and furniture to make enough money to pay for training and office space they use .,B2
4370,Blankets may be spread on the ground for a picnic or where people want to sit in a grassy or muddy area without soiling their clothing .,B2
4371,"Dodder can be identified by its thin stems appearing leafless , with the leaves reduced to minute scales .",B2
4372,Dodder can be identified by its thin stems .,B2
4373,Reminders allows users to create lists of tasks with alerts that can either be date - based or location - based .,B2
4374,Walker fell into a diabetic coma on 11 January 2015 .,B1
4375,"Walker died after falling into a diabetic coma on 20 January 2015 , aged 41 .",B2
4376,"The explosion killed 90 people and injured 1,400 others .",B2
4377,"The trustee is given legal title to the trust property , but has an obligation to act for the good of the beneficiaries .",B2
4378,The apical complex includes vesicles which open at the front of the cell .,B2
4379,FGM may increase a woman 's risk of having problems during pregnancy and childbirth .,B1
4380,Modern cladistic work has not been conclusive .,B2
4381,The museum 's art includes some of the prefecture 's most important cultural assets and works by artists with some connection to the region .,B1
4382,The Philippines has 17 administrative regions .,B2
4383,Much of the range lies within a succession of national parks and other reserves .,B2
4384,The central theme of hydrology is how the water circulates .,B2
4385,The central theme of hydrology is that water circulates throughout the Earth through different pathways and at different rates .,B2
4386,Typical rounding problems include : The most basic form of rounding is to replace an arbitrary number by an integer .,B2
4387,"Because of his intolerable fiscal charges , in 1717 an open revolt developed in the duchy .",B2
4388,"Because of his very bad taxes , in 1717 an open revolt took place in the duchy .",B2
4389,NMR spectroscopy databases provide information to relate structure and NMR data .,B1
4390,"Apart from tourism , agriculture is still important , particularly cattle breeding in the mountains and dairy farming in the plains .",B2
4391,"Agriculture is important , particularly cattle breeding in the mountains and dairy farming in the plains .",B2
4392,Images and videos showing male bisexuality have been more popular since the start of internet pornography .,B2
4393,"In 1997 , about 8 % of all soybeans cultivated for the commercial market in the United States were genetically modified .",B2
4394,The aquarium has 2 million annual visitors .,B2
4395,Green manures are crops grown for the express purpose of plowing them under .,B1
4396,"Twelve matches were contested at the event , including three matches contested on the pre-show .",B2
4397,Groups of galaxies are the smallest aggregates of galaxies .,B2
4398,Secondary structure refers to highly regular local sub-structures on the actual polypeptide backbone chain .,B2
4399,Secondary structure refers to parts of the protein chain that form regular structures .,B2
4400,"In the next 10 to 11 hours , the radioactive cloud moved towards the north- east , reaching from the accident .",B2
4401,"During the next ten to eleven hours , the radioactive cloud moved towards the northeast , reaching between 300 and 350 kilometers from the accident .",B2
4402,"In reality , cats can turn themselves right side up in mid-air if they should fall upside-down .",B2
4403,Angel food cake requires egg whites whipped until they are stiff .,B2
4404,"Angel food cake needs the egg whites to be whipped until they are stiff , and carefully folded into the other ingredients .",B2
4405,"In the second week of September , a strong tropical wave started moving off the coast of Africa .",B2
4406,"The climate in this area is characterized by hot , humid summers and generally mild to cool winters .",B2
4407,The book includes 36 short essays predicting the consequences of global warming and has been translated into over twenty languages .,B2
4408,"Popular science is a bridge between scientific literature as a professional medium of scientific research , and the realms of popular political and cultural discourse .",B2
4409,It is made by heating barium oxide .,B1
4410,Debian packages are standard Unix ar archives that include two tar archives .,B2
4411,Several times people in Australia have wanted to remove the monarchy .,B2
4412,Australia has periodically experienced movements seeking to end the monarchy .,B2
4413,"The sea contains a number of reefs , uninhabited islands and significant hydrocarbon reserves .",B2
4414,"The sea has a number of reefs , islands where no one lives and significant hydrocarbon reserves .",B2
4415,"In November 2017 , another ballot issue was voted on whether to un-incorporate the city .",B2
4416,"In November 2017 , another ballot issue was voted on whether to dissolve the city .",B1
4417,Crystal structure is now found by analysis of the diffraction patterns of a sample targeted by a beam of some type .,B2
4418,"As dance progressed into the 19th century , the emphasis on technical skill increased , as did the desire to dance en pointe without the aid of wires .",B2
4419,"As dance progressed into the 1800s , the desire grew to dance en pointe without the aid of wires .",B2
4420,"Initially , women protested because his designs covered up their legs , which they had been unused to because of the previous limitations on fabric .",B2
4421,Each state of India has an organization that manages panchayat towns .,B2
4422,One of the goals of compilers and processors designers is to use as much ILP as possible .,B2
4423,A goal of compiler and processor designers is to identify and take advantage of as much ILP as possible .,B2
4424,"Since hummingbirds are specialized nectar-eaters , they are tied to the bird- flowers they feed upon .",B2
4425,The serfs also had to pay taxes and fees .,B2
4426,The discovery of the H5 histone appears to date back to 1970's .,B2
4427,"The foundation of the abbey Fulda and its territory originated with an Imperial grant , and the sovereign principality therefore was subject only to the German emperor .",B2
4428,"From its foundation , the abbey Fulda and its territory was subject only to the German emperor , not to the control of the local lords .",B2
4429,Types of non-fixed keels include swing keels and canting keels .,B2
4430,Other types of keels are swing keels and canting keels .,B2
4431,"In terms of school casualties , thousands of school children died due to shoddy construction .",B2
4432,Land snails are an especially important food item when drought or hard weather makes it hard to find other food .,B1
4433,Snails are especially important when drought or hard weather makes it difficult to find other food .,B2
4434,Benefits of exercise for all ages have been known since antiquity .,B2
4435,The benefits of exercise have been known since antiquity .,B2
4436,"Publicly accessible , it is known for its inviting jungle gym-like characteristics .",B2
4437,By the late 19th century scientists realized that air could be liquefied and its components isolated by compressing and cooling it .,B2
4438,"By the late 19th century , scientists found that air could be turned into a liquid and the compounds in it could be isolated by compressing and cooling it .",B2
4439,"Immediately after their senate confirmation , the emperors went to the camp of the praetorian guard .",B2
4440,"Failure rates are important factors in insurance , business , and regulation practices as well as fundamental to design of safe systems throughout a national or international economy .",B2
4441,"Failure rates are important factors in the insurance , finance , commerce and regulatory industries and fundamental to the design of safe systems in a wide variety of applications .",B2
4442,Discussions included some issues which remained unresolved from previous summits .,B1
4443,The agenda for the summit included some issues which remained unresolved from previous summits .,B2
4444,Chinese rock and roll 's peak popularity was between 1990 and 1993 .,B2
4445,"Primary injuries are caused by blast overpressure waves , or shock waves .",B2
4446,Primary injuries are caused by the explosion 's shock waves .,B1
4447,"After New Zealand ended its provinces in 1876 , they began using a county system as in other countries .",B2
4448,"Pots , traditionally made of terracotta but now more commonly plastic , and window boxes have been the most commonly seen .",B2
4449,"Pots , made of terracotta or sometimes plastic , and window boxes have been the most common containers .",B2
4450,"The opera did not do well , and audiences thought that the opera did not make any sense .",B2
4451,"Mostly songs in this album are smooth and midpaced , while some are faster .",B2
4452,Algebraic geometry occupies a central place in modern mathematics .,B2
4453,The game supports multiplayer with support for up to four players simultaneously .,B2
4454,"Based on the sizes of the moons , the original asteroid may have been about 28 km in diameter .",B2
4455,"Based on the sizes of the satellites , the original asteroid may have been about 28 km in diameter .",B2
4456,Problem gamblers have more suicidal ideation and make more suicide attempts compared to the general population .,B2
4457,Problem gambling is associated with increased suicidal ideation and attempts compared to the general population .,B2
4458,Human behavior is believed to be influenced by the endocrine system and the nervous system .,B2
4459,The feeling of a static electric shock is caused by the stimulation of nerves as the neutralizing current flows through the human body .,B2
4460,The feeling of an electric shock is caused by the stimulation of nerves as the neutralizing current flows through the human body .,B2
4461,"Before the age of man or beast , the immortals wage war on each other in the heavens .",B2
4462,"For many years , efforts to discover brown dwarfs were fruitless .",B2
4463,"Instructs the server to return information about the administrator of the server specified by , or the current server if target is omitted .",B2
4464,It is commonly observed that schooling fish are particularly in danger of being eaten if they are separated from the school .,B2
4465,The municipality had 258 inhabitants in 2003 .,B2
4466,The municipality had 258 inhabitants in 2003 and an area of 32.73 km2 .,B2
4467,This was an early description of the process of geographic speciation by means of the founder effect .,B2
4468,This was an early description of a process of geographical speciation .,B2
4469,He died on 11 May 2018 at the age of 52 from cardiac arrest .,B1
4470,"Reporting to the Assistant Commissioners are about 50 Chief Superintendents , about half of whom supervise what are called Divisions .",B2
4471,Infection rates are higher in some countries in Africa and Asia .,B2
4472,The microarchitecture of a digital signal processor is optimized specifically for digital signal processing applications .,B2
4473,The architecture of a digital signal processor is optimized specifically for digital signal processing .,B2
4474,"The male then leads the female to potential nest sites , and the female will choose one .",B2
4475,"After mating , the male shows the female all the potential nest sites , and lets the female choose one and build the nest .",B2
4476,"The three - toed hind limbs were long and thick , supporting the body in a bipedal posture .",B2
4477,"Covering an area of 3263 km2 and with a population of about 128,000 it is the smallest , least populous , and least densely populated region of Italy .",B2
4478,The inclination of Earth 's orbit drifts up and down relative to its present orbit .,B2
4479,Tsetse have an unusual life cycle .,B2
4480,Tsetse have an unusual lifecycle which may be due to the richness of their food source .,B2
4481,"The center of a subtropical gyre is a high pressure area , which the ocean moves around .",B1
4482,The center of a subtropical gyre is a high pressure zone .,B2
4483,A mud volcano may be the result of a piercement structure created by a pressurized mud diapir that breaches the Earth 's surface or ocean bottom .,B2
4484,A mud volcano is usually made by mud diapir that breaks out of the surface of the Earth or on the ocean bottom .,B2
4485,"Until the early 20th century , arsenic was often used to embalm bodies .",B2
4486,"More than 60 types of synesthesia have been reported , but only a small number have been studied by scientists .",B1
4487,"Other forms of synesthesia have been reported , but little has been done to analyze them scientifically .",B2
4488,"In each group , teams played against each other home - and - away in a round-robin format .",B2
4489,"In each group , teams play against each other home - and - away in a round-robin format .",B2
4490,"At first , historical linguistics was comparative linguistics .",B2
4491,"At first , historical linguistics served as the cornerstone of comparative linguistics primarily as a tool for linguistic reconstruction .",B2
4492,The least skipper favors damp or wet habitats with tall grasses .,B2
4493,The least skipper can be found in damp or wet habitats with tall grasses .,B2
4494,Textiles have been used since the beginning of civilization .,B2
4495,Income is highly associated with prenatal health care .,B2
4496,The inverse operation of multiplication is division .,B1
4497,The opposite of multiplication is division .,B1
4498,A move in which a wrestler jumps or falls down on an opponent driving their elbow into anywhere on the opponent 's body .,B2
4499,A move in which a wrestler jumps / falls down on an opponent driving his knee into anywhere on the opponent 's body .,B2
4500,Eukaryotic cells have a highly evolved process of secretion .,B2
4501,"This , the child of the contradanza , was also danced in lines or squares .",B2
4502,"With global travel becoming widespread at that time , cookies made a natural travel companion , a modernized equivalent of the travel cakes used throughout history .",B2
4503,"Female trees bear their fruit irregularly , only every few years .",B2
4504,The RIRs divide their allocated address pools into smaller blocks and delegate them to Internet service providers and other organizations in their operating regions .,B2
4505,"Hot chocolate can be made with dark , semisweet , or bittersweet chocolate chopped into small pieces and stirred into milk with the addition of sugar .",B2
4506,"The case remained unsolved and cold for several years , partly due to the volume of tips pouring in to the police who investigated the crime .",B1
4507,"The case remained unsolved for over three years , partly due to the volume of tips received by police investigators .",B2
4508,Structural engineering came to existence when the humans first started to construct their own structures .,B2
4509,Structural engineering has existed since humans first started to construct their own structures .,B2
4510,Endgames can be classified according to the type of pieces remaining on the board .,B2
4511,The long-tailed sylph is similar in appearance but does not overlap in range .,B2
4512,The Long-tailed Sylph is almost the same in color but does not overlap in range .,B2
4513,"Because of this , Hash Tables can often find information faster than other tools , such as search trees or other table lookup structure .",B2
4514,"In many situations , hash tables turn out to be on average more efficient than search trees or any other table lookup structure .",B2
4515,Each episode of Season One attracted more than a million viewers on its first airing .,B2
4516,Each episode of the season attracted more than a million viewers on its first airing .,B2
4517,"The municipality covers an area of 1466 sqkm and the city proper , 16 sqkm .",B2
4518,"In warfare , the long term strategy is the defeat of the enemy .",B2
4519,The new technology allowed deliberate alteration of genes to change the characteristics of an organism .,B2
4520,"Crombie 's family announced on April 18 , 2015 that he had died suddenly three days earlier of a brain hemorrhage in New York City .",B2
4521,"At first , during the 1820s and 1830s , she composed exclusively for the piano .",B2
4522,"The Murids are classified in four subfamilies , and about 140 genera .",B2
4523,She withdrew from active management of the agency in the mid-1990s due to complications of diabetes .,B2
4524,She stopped managing the agency in the mid-1990s because of health problems from diabetes .,B2
4525,Pallor is more evident on the face and palms .,B2
4526,In Spanish -speaking countries there are many different names for each variety and preparation .,B1
4527,"Zero-fare public transport services are funded in full by means other than collecting a fare from passengers , normally through heavy subsidy or commercial sponsorship by businesses .",B2
4528,Free or Zero-fare public transport services are funded in full by means other than collecting a fare from passengers .,B2
4529,Many electronic paper technologies keep the same text and images indefinitely without electricity .,B2
4530,"Upon starting the game , the player is invited to construct an avatar .",B2
4531,"By the 20th century , bookbinding materials had developed a high resistance against damage by various types of book -boring insects .",B2
4532,"Financial mathematics is a field of applied mathematics , concerned with financial markets .",B2
4533,"Europe lies mainly in the temperate climate zones , being subjected to prevailing westerlies .",B2
4534,Most of Europe lies in temperate climate zones .,B1
4535,Several circumstances exist which allow for the termination of a support order for a child under the age of majority .,B2
4536,A lot of the railway track and trains have to be repaired or replaced .,B2
4537,"In modern times , the waters are 70 % to 90 % used for human purposes and the flow is greatly reduced .",B2
4538,"Of knightly extraction , has proofs of its nobility going back as far as 1265 .",B2
4539,"About 150,000 people live in the drainage area of this river .",B2
4540,About 150000 people live in the drainage area of this river .,B1
4541,Louvers are rarely seen as primary design elements in the language of modern architecture .,B1
4542,"Louvers are rarely seen as primary design elements in the language of modern architecture , but rather simply a technical device .",B2
4543,"Coussmaker sat for Reynolds 21 times and his horse 8 times between February 9 and April 16 , 1782 - an exceptional number of times .",B2
4544,"Secondary cells are rechargeable , and may be reused multiple times .",B1
4545,Secondary cells are rechargeable .,B2
4546,"By the 40s AD , the political situation within Britain was apparently in ferment .",B1
4547,"Each of the eight round uses six sub-keys , while the half- round uses four ; for a total of 52 sub-keys .",B1
4548,The use of medial caps for compound identifiers is recommended by the coding style guidelines of many organizations or software projects .,B2
4549,"Since these lust and attraction stages are both described as temporary , a third stage might describe long-term love .",B1
4550,"Since the lust and attraction stages are both considered temporary , a third stage is needed to account for long -term relationships .",B2
4551,Those who advocate it are concerned with the later phases of product lifecycle and the comprehensive outcome of the whole production process .,B2
4552,Those who advocate these measures are concerned with the later phases of product lifecycle and the comprehensive outcome of the whole production process .,B2
4553,The lower part of the trap contains glands which absorb nutrients from captured prey .,B2
4554,The lower part of the trap contains glands which take nutrients from captured insects .,B2
4555,The purpose of classification is to protect information from being used to damage or cause danger to national security .,B2
4556,Angling is the main method of sport fishing .,B1
4557,There are different hypotheses about when and where PIE was spoken .,B2
4558,The distinctive horns and muscular neck may have been used in fighting rivals of its own species .,B2
4559,"They have mobile units , such as jeeps or convertibles , thanks to which they can quickly reach the required events .",B2
4560,A mouse or a rat strain is a group of animals that is genetically uniform .,B2
4561,A laboratory mouse or rat strain is a group of animals that is genetically uniform .,B1
4562,"The National Parks Act of 1980 was established in order to codify the purpose , governance and selection of national parks .",B2
4563,It was not uncommon in ancient time to attribute to celebrated authors works that were not written by them .,B2
4564,"In the 14th century , the word described the roughness of woven cloth before it was cut .",B2
4565,"Stories of black mambas that chase and attack humans are common , but in fact the snakes generally avoid contact with humans .",B1
4566,"There are many stories of mambas chasing humans , but these snakes usually prefer to avoid contact with humans .",B2
4567,"Over 120 species of cuttlefish are currently recognized , grouped into six families .",B2
4568,"There are over 120 species of living cuttlefish , in 5 genera .",B2
4569,Georges Head was armed with four 80 pounder rifled muzzle loading guns and two 68 - pounder guns .,B2
4570,Georges Head was armed with four 80 pounder cannons and two 68 pounder cannons .,B2
4571,"The Romans adopted the Greek tradition , writing at first in Greek , but eventually chronicling their history in a freshly non-Greek language .",B2
4572,"There is also a four color theorem , which is stronger , and much more difficult to prove .",B2
4573,Copper is the electrical conductor in many categories of electrical wiring .,B2
4574,Copper is the most widely used conductor in many kinds of electrical wiring .,B1
4575,The naked mole- rat does not regulate its body temperature in typical mammalian fashion .,B2
4576,The naked mole rat can only regulate its body temperature in the typical mammalian fashion over a relatively narrow range of temperatures .,B2
4577,"Some performers or groups put on very elaborate and expensive affairs , with parts of the show being similar to a theater performance .",B2
4578,Some performers or groups put on very elaborate and expensive shows .,B2
4579,"Black powder rocket motors are only produced in small sizes , to reduce the risk of explosion and a loss of efficiency .",B1
4580,There are possible health concerns of sugar substitutes and caffeine overuse .,B1
4581,Many consumers are concerned about possible health effects of sugar substitutes and caffeine overuse .,B2
4582,Cleaner shrimps are often included in saltwater aquaria partly due to their cleansing function and partly due to their brightly colored appearance .,B2
4583,The bridge 's movements were caused by a'positive feedback ' phenomenon .,B2
4584,"When war broke out again in 1282 , it was an entirely different undertaking .",B2
4585,"The passage was relatively fast , but the mortality rate was the highest in the history of transportation to Australia .",B1
4586,The Vampire Squid likely reproduces slowly by way of a small number of large eggs .,B1
4587,"On poor , dry soils tropical heathlands can be found .",B1
4588,Another risk is that most BASE jumping venues have very small areas in which to land .,B2
4589,"Prior to 10 September 2015 , Nepal was divided into five developmental regions and fourteen administrative zones .",B2
4590,"Before 2017 , Nepal was divided into five development regions which were then divided into zones .",B2
4591,"Largely because of their rugged , inaccessible habitat , they are very poorly known and have traditionally been considered rare .",B2
4592,"Largely because of their rugged , inaccessible habitat , they are very poorly known .",B2
4593,The genre itself was defined as different from post- punk due to its darker music and romantic lyrics .,B2
4594,"He founded several schools in German and French-speaking regions of Switzerland , and wrote explaining his principles of education .",B1
4595,He founded several educational institutions both in German - and French-speaking regions of Switzerland and wrote many works explaining his revolutionary modern principles of education .,B2
4596,Inflammation is one of the first responses of the immune system to infection or irritation .,B2
4597,The country 's provinces are divided into 337 municipalities .,B1
4598,"Ammonia is one of the most produced inorganic chemicals , with global production reported at 176 million tonnes in 2014 .",B1
4599,"Because of its many uses , ammonia is one of the most highly produced inorganic chemicals .",B2
4600,Maria initially fulfilled the traditional role of pioneering housewife and mother .,B2
4601,Australian envelopes and postcards often have four square boxes printed in orange at the bottom right for the postcode .,B2
4602,In 2012 Nanninga went into a coma and only regained consciousness five months later .,B2
4603,In 2012 Nanninga went into a coma and only regained conscience five months later .,B2
4604,"Tickets for the event commenced sale to the public on November 3 , 2007 .",B2
4605,"Historically , a constable could also be someone in charge of the defence of a castle .",B2
4606,Prey includes a wide variety of small to medium-sized mammals and birds .,B2
4607,Prey includes a wide variety of mammals and birds .,B1
4608,Trees from the same region will tend to develop the same patterns of ring widths for a given period .,B2
4609,Limestone makes up about 10 % of the total volume of all sedimentary rocks .,B2
4610,About 10 % of all sedimentary rocks are limestones .,B2
4611,Eight anarchists were convicted of conspiracy .,B2
4612,Healthy gums usually have no reaction to normal disturbance such as brushing .,B2
4613,"In the United States , about 2 % of people have hepatitis C , with 35,000 to 185,000 new cases a year .",B2
4614,He collaborated with major scientific figures and travelers of the period on projects involving their studies .,B2
4615,"After leaving the brain , the cranial nerves travel inside the skull .",B2
4616,There are properties which allow one to recognize certain divisors of a number from the number 's digits .,B2
4617,There are divisibility rules that allow one to recognize certain divisors of a number from the number 's digits .,B1
4618,"In addition , there are 16 associate members and 3 affiliate members .",B1
4619,"In astronomy , the brightness of an object is given in terms of its absolute magnitude .",B2
4620,The brightness of an object can be expressed in terms of its absolute magnitude .,B2
4621,"A factoring system was made come into existence for para-alpine skiing for three general groups : being seated , standing and not seeing .",B2
4622,The witches are sitting round a cauldron in a dark cave .,B2
4623,For nearly a decade his work was directed mainly to the relationship of man to the apes .,B2
4624,For nearly ten years he worked on the relationship of man to the apes .,B2
4625,"At the time of his disappearance he had climbed 10 out of the 14 eight - thousanders , all without supplementary oxygen .",B2
4626,"He had climbed 10 out of 14 eight - thousanders , all without supplementary oxygen .",B2
4627,"The professors currently hold their positions for three years , extendable for a fourth year , and give six lectures a year .",B2
4628,"Flare stars are intrinsically faint , but have been found to distances of 1,000 light years from Earth .",B2
4629,"Flare stars are give off relatively little light , but have been found as far away as 1,000 light years from Earth .",B1
4630,"The settlement was founded by reason of two old merchant roads crossing nearby , as well as a ford crossing the river Ems .",B1
4631,The settlement was near to the crossing of two old merchant roads and a ford over the river Ems .,B2
4632,The following table lays out the chronology of the construction of most of the major pyramids mentioned here .,B2
4633,The South developed an agricultural economy dependent on commodity crops .,B1
4634,"The main rooftop mast supports two FM master antennas , and a top-mounted television antenna previously used by WBPX .",B2
4635,"The main rooftop mast has two FM master antennas , and a television antenna .",B2
4636,"Amusement park go-karts can be powered by four-stroke engines or electric motors , while racing karts use small two -stroke or four-stroke engines .",B1
4637,Special types of stairs include escalators and ladders .,B2
4638,Special stairways include escalators and ladders .,B2
4639,"For most untrained people , the process of smelling gives little information concerning the specific ingredients of an odor .",B2
4640,"For most people , the process of smelling gives little information concerning the ingredients of a substance .",B2
4641,"The Canons are not supposed to be an absolute explanation of the Reformed doctrine , but only explain the five points of doctrine that were being argued over .",B2
4642,Emission nebulae often have dark areas in them which result from clouds of dust which block the light .,B2
4643,Bland was diagnosed with terminal breast cancer in November 2016 .,B2
4644,Bland was diagnosed with triple- negative breast cancer in November 2016 .,B2
4645,"The mouth is located just behind the head , after a rostrum , on the underside of the body .",B1
4646,The districts were abolished per 3 October 2015 .,B2
4647,"The median income for a household in the city as of the 2000 census was $ 62,550 , while the median income for a family was $ 67,500 .",B2
4648,This technique has long been used to produce flexible metal wire by drawing the material through a series of dies of decreasing size .,B2
4649,"Since the middle of the 20th century , citadels usually protect military center , rather than cities or towns .",B2
4650,The orbits of centaurs change from time to time because of interactions with the giant planets .,B2
4651,"First , Euler pointed out that the choice of route inside each land mass is irrelevant .",B2
4652,"First , Euler pointed out that the choice of route inside each land mass does not matter .",B2
4653,Boiling tubes are made from borosilicate glass that can withstand high temperatures .,B2
4654,Coherence defines the behavior of reads and writes to a single address location .,B2
4655,Coherence defines the behavior of reads and writes to the same memory location .,B2
4656,Later reception of the album has been more uniformly positive .,B2
4657,Germany is a constitutional federal democracy .,B2
4658,"Consistent with other roles in modern corporations , management accountants have a dual reporting relationship .",B2
4659,The town was founded in 1828 and incorporated as a village in 1875 .,B2
4660,In four U.S. states the child is allowed to bring a wrongful life cause of action for such damages .,B2
4661,The white - tailed eagle is a very large bird and one of the largest living birds of prey .,B2
4662,"The effectiveness of the measure has been questioned , since the video is not available only on YouTube , but rather has become an Internet phenomenon .",B1
4663,"The effectiveness of the measure was questioned , since the video was available not only on YouTube , but also on other sites as part of an Internet phenomenon .",B1
4664,"The readout can be analog or digital , and modern instruments offer serial communications with a host computer or network .",B2
4665,"Self resonant loop antennas are relatively large , governed by the intended wavelength of operation .",B2
4666,The region was known from ancient times for its volcanic nature and for the very hot springs .,B1
4667,The region was known from ancient times for its exceptionally hot springs .,B1
4668,The choice of which Instruction Set Architecture to use greatly affects the complexity of implementing high performance devices .,B2
4669,"However , the choice of instruction set architecture may greatly affect the complexity of implementing high - performance devices .",B1
4670,The adversarial system is the two - part system under which criminal law courts operate .,B2
4671,The design of the coracle makes it an unstable craft .,B2
4672,The coracle is an unstable craft .,B2
4673,"Plant breeding started with the domestication of the first agricultural plants , a practice dates back 9,000 to 11,000 years .",B2
4674,Points are awarded to drivers and teams exclusively on where they finish in a race .,B2
4675,"Spiekeroog covers an area of 18.25 km , the shortest distance to the mainland is 5.7 km .",B2
4676,"Spiekeroog covers an area of 18.25 km2 , the shortest distance to the land is 5.7 km .",B2
4677,The top two placed teams from each of the eight groups will qualify for the knockout stage .,B2
4678,The top two placed teams from each of the eight groups qualified for the knockout stage .,B2
4679,"In the past , non-photosynthetic plants were thought to get food by breaking down organic matter like fungi do .",B2
4680,"Team based battle royals consist of two or more teams of wrestlers , with the number of wrestlers on each team usually being equal .",B2
4681,"Team variations of battle royals consist of designated tag teams of wrestlers , usually two to a team .",B2
4682,A person with astraphobia often feels fear during a thunderstorm even if there is a low chance that they will be hurt during the storm .,B2
4683,"Dumor died on 18 January 2014 in his London home after a cardiac arrest , having been on air the day before .",B2
4684,Work executed with more or less large stones put together without any attempt at courses is called rubble walling .,B2
4685,Colonies averaging 75 - 80 individuals live together in complex systems of burrows in arid African deserts .,B2
4686,Clusters averaging 75 to 80 individuals live together in complex systems of burrows in arid African deserts .,B2
4687,The dessert is believed to have been created in honor of the dancer either during or after one of her tours to Australia and New Zealand in the 1920s .,B2
4688,People believe the dessert was made to celebrate one of the dancer 's tours to Australia and New Zealand in the 1920s .,B2
4689,The song received widespread critical acclaim .,B1
4690,The song received extensive critical recognition .,B1
4691,The order includes 85 - 90 genera from seven families of trees and shrubs .,B2
4692,Histones undergo changes which alter their interaction with DNA and nuclear proteins .,B2
4693,"Since 17 March 1982 , he has been in a coma following a knee operation .",B1
4694,"Since 17 March 1982 , he has been in a coma following an operation .",B2
4695,"After the shootings , the observation deck was closed .",B2
4696,"Following the shootings , the tower observation deck was closed .",B2
